,Outputs,λ,q0,q1,q2,q3,q4,q5,q6,6PRes,6PResT,Wall time,Process time,Wall time sim,Process time sim
,"[0.150462669420405, 0.158608969221276, 0.158523503881557, 0.152289481552051, 0.141489354708567, 0.127426396448584, 0.111199624767561]",1.75,0.150462669420405,0.158608969221276,0.158523503881557,0.152289481552051,0.141489354708567,0.127426396448584,0.111199624767561,2.80281157132309,16.8168694279386,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.150653797989395, 0.160418596998396, 0.160606296973826, 0.153626492815116, 0.141416941898160, 0.125624108486370, 0.107653764838737]",2.0,0.150653797989395,0.160418596998396,0.160606296973826,0.153626492815116,0.141416941898160,0.125624108486370,0.107653764838737,2.78222156844831,16.6933294106899,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.150591472117745, 0.163812755168030, 0.164706044154510, 0.156300739362261, 0.141324414546623, 0.122210831583277, 0.101053743067554]",2.5,0.150591472117745,0.163812755168030,0.164706044154510,0.156300739362261,0.141324414546623,0.122210831583277,0.101053743067554,2.74480133607203,16.4688080164322,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.150038043345099, 0.166949185372584, 0.168734965139089, 0.158974189453399, 0.141282017973178, 0.119007282516258, 0.0950143162003931]",3.0,0.150038043345099,0.166949185372584,0.168734965139089,0.158974189453399,0.141282017973178,0.119007282516258,0.0950143162003931,2.71159206568732,16.2695523941239,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.149092127888546, 0.169867385301722, 0.172707447471255, 0.161644134610555, 0.141270377446400, 0.115971266593084, 0.0894472606884383]",3.5,0.149092127888546,0.169867385301722,0.172707447471255,0.161644134610555,0.141270377446400,0.115971266593084,0.0894472606884383,2.68183609095755,16.0910165457453,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.147831417037122, 0.172597296556059, 0.176633209768522, 0.164307157160532, 0.141274066815629, 0.113071100369844, 0.0842857522922935]",4.0,0.147831417037122,0.172597296556059,0.176633209768522,0.164307157160532,0.141274066815629,0.113071100369844,0.0842857522922935,2.65495147044019,15.9297088226411,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.144600204727126, 0.177579671730549, 0.184369007152095, 0.169598208313217, 0.141280963535787, 0.107588163263978, 0.0749837812772469]",5.0,0.144600204727126,0.177579671730549,0.184369007152095,0.169598208313217,0.141280963535787,0.107588163263978,0.0749837812772469,2.60807966910091,15.6484780146055,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.140706677897308, 0.182028840637434, 0.191974213495138, 0.174820675174313, 0.141232186771125, 0.102427170330465, 0.0668102356942176]",6.0,0.140706677897308,0.182028840637434,0.191974213495138,0.174820675174313,0.141232186771125,0.102427170330465,0.0668102356942176,2.56836530605278,15.4101918363167,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.136389977780042, 0.186031236047522, 0.199463953472603, 0.179952210323963, 0.141083924575348, 0.0975109623273738, 0.0595677354731488]",7.0,0.136389977780042,0.186031236047522,0.199463953472603,0.179952210323963,0.141083924575348,0.0975109623273738,0.0595677354731488,2.53411269674177,15.2046761804506,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.131812429733977, 0.189646603265964, 0.206845312230465, 0.184975112401568, 0.140809765823328, 0.0927939574825540, 0.0531168190621438]",8.0,0.131812429733977,0.189646603265964,0.206845312230465,0.184975112401568,0.140809765823328,0.0927939574825540,0.0531168190621438,2.50417233001054,15.0250339800633,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.127086909928177, 0.192918447623498, 0.214121458225568, 0.189875752734610, 0.140394868948479, 0.0882494519104138, 0.0473531106292553]",9.0,0.127086909928177,0.192918447623498,0.214121458225568,0.189875752734610,0.140394868948479,0.0882494519104138,0.0473531106292553,2.47773402139998,14.8664041283999,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.122293536840060, 0.195879950728474, 0.221293688408989, 0.194643862821557, 0.139832228706467, 0.0838621784746389, 0.0421945540198136]",10.0,0.122293536840060,0.195879950728474,0.221293688408989,0.194643862821557,0.139832228706467,0.0838621784746389,0.0421945540198136,2.45420604732907,14.7252362839744,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.0988739616120737, 0.206817281859541, 0.255607959258780, 0.216300703878267, 0.134854643060500, 0.0641043731470617, 0.0234410771837775]",15.0,0.0988739616120737,0.206817281859541,0.255607959258780,0.216300703878267,0.134854643060500,0.0641043731470617,0.0234410771837775,2.36752221309187,14.2051332785512,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.0781847178361895, 0.212672944550378, 0.287399748182908, 0.234193697415573, 0.126900626474253, 0.0478956939325788, 0.0127525716081195]",20.0,0.0781847178361895,0.212672944550378,0.287399748182908,0.234193697415573,0.126900626474253,0.0478956939325788,0.0127525716081195,2.31364993837154,13.8818996302292,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.0609430877602163, 0.214739901005114, 0.316839893714851, 0.248526902528955, 0.117055298287926, 0.0350893377373659, 0.00680557896557175]",25.0,0.0609430877602163,0.214739901005114,0.316839893714851,0.248526902528955,0.117055298287926,0.0350893377373659,0.00680557896557175,2.27850175165365,13.6710105099219,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.0359611963488644, 0.210968829329929, 0.369658912973895, 0.268184496984298, 0.0953505564424540, 0.0180219746608348, 0.00185403325972482]",35.0,0.0359611963488644,0.210968829329929,0.369658912973895,0.268184496984298,0.0953505564424540,0.0180219746608348,0.00185403325972482,2.23747644486295,13.4248586691777,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.0155160012953677, 0.193804839300428, 0.437309822997186, 0.281422319784926, 0.0655098455030357, 0.00619138412820184, 0.000245786990855525]",50.0,0.0155160012953677,0.193804839300428,0.437309822997186,0.281422319784926,0.0655098455030357,0.00619138412820184,0.000245786990855525,2.20716246924786,13.2429748154872,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.00351296020060397, 0.154264404204233, 0.529974427696363, 0.279195804892793, 0.0320888613696918, 0.000955776671517348, 7.76496479863007e-6]",75.0,0.00351296020060397,0.154264404204233,0.529974427696363,0.279195804892793,0.0320888613696918,0.000955776671517348,7.76496479863007e-6,2.18498159290048,13.1098895574029,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[0.000739626559578445, 0.115190844360322, 0.606225543812034, 0.262728468118378, 0.0149741289998044, 0.000141152440258945, 2.35709624098953e-7]",100.0,0.000739626559578445,0.115190844360322,0.606225543812034,0.262728468118378,0.0149741289998044,0.000141152440258945,2.35709624098953e-7,2.17643102879778,13.0585861727867,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
,"[2.71679548822292e-5, 0.0562861011339148, 0.722344213559618, 0.218203469266057, 0.00313601655222483, 3.03131423753546e-6, 2.19065662179896e-10]",150.0,2.71679548822292e-5,0.0562861011339148,0.722344213559618,0.218203469266057,0.00313601655222483,3.03131423753546e-6,2.19065662179896e-10,2.16814416014580,13.0088649608748,25050.669724941254,24686.376065999997,23524.02941083908,23166.211389999997
