,,Outputs,λ,q0,q1,q2,q3,q4,q5,q6,3PRes,3PResT,Wall time,Process time,Wall time sim,Process time sim
22,,"[0.0206586246678290, 0.0862458783882158, 0.163786225330399, 0.210176142874085, 0.211155292351695, 0.177899409892378, 0.130078426495397]",8.0,0.0206586246678290,0.0862458783882158,0.163786225330399,0.210176142874085,0.211155292351695,0.177899409892378,0.130078426495397,3.55893553551233,10.6768066065370,261.9458899497986,262.01989100000003,261.781986951828,261.853674
23,,"[0.0166153826749020, 0.0802221866524078, 0.163889040236891, 0.216513351167724, 0.217496075293416, 0.179281071358356, 0.125982892616303]",9.0,0.0166153826749020,0.0802221866524078,0.163889040236891,0.216513351167724,0.217496075293416,0.179281071358356,0.125982892616303,3.57982733429262,10.7394820028779,261.9458899497986,262.01989100000003,261.781986951828,261.853674
24,,"[0.0133622845125552, 0.0745367575371178, 0.163723461698098, 0.222638648902774, 0.223612160716246, 0.180337465296012, 0.121789221337197]",10.0,0.0133622845125552,0.0745367575371178,0.163723461698098,0.222638648902774,0.223612160716246,0.180337465296012,0.121789221337197,3.59677092500986,10.7903127750296,261.9458899497986,262.01989100000003,261.781986951828,261.853674
25,,"[0.00443668613359370, 0.0507485611091862, 0.159652045604880, 0.250686766028499, 0.251626640396241, 0.182014744751989, 0.100834555975611]",15.0,0.00443668613359370,0.0507485611091862,0.159652045604880,0.250686766028499,0.251626640396241,0.182014744751989,0.100834555975611,3.64370057160302,10.9311017148091,261.9458899497986,262.01989100000003,261.781986951828,261.853674
26,,"[0.00142806359203333, 0.0336454861787555, 0.151650107647609, 0.275271031547482, 0.276529457008744, 0.179687725097792, 0.0817881289275843]",20.0,0.00142806359203333,0.0336454861787555,0.151650107647609,0.275271031547482,0.276529457008744,0.179687725097792,0.0817881289275843,3.65804402320586,10.9741320696176,261.9458899497986,262.01989100000003,261.781986951828,261.853674
27,,"[0.000446314907327456, 0.0218122745328448, 0.141244089932684, 0.296984903086589, 0.299114650348459, 0.174887173269764, 0.0655105939223314]",25.0,0.000446314907327456,0.0218122745328448,0.141244089932684,0.296984903086589,0.299114650348459,0.174887173269764,0.0655105939223314,3.65921319493463,10.9776395848039,261.9458899497986,262.01989100000003,261.781986951828,261.853674
28,,"[4.07777974971779e-5, 0.00871944804743256, 0.117447529292968, 0.333131173415547, 0.338712498052573, 0.160958997932435, 0.0409895754615460]",35.0,4.07777974971779e-5,0.00871944804743256,0.117447529292968,0.333131173415547,0.338712498052573,0.160958997932435,0.0409895754615460,3.64859046152176,10.9457713845653,261.9458899497986,262.01989100000003,261.781986951828,261.853674
29,,"[1.01600242100011e-6, 0.00203593564231219, 0.0832434790975915, 0.372867717647191, 0.386935468452563, 0.135474291137119, 0.0194420920208023]",50.0,1.01600242100011e-6,0.00203593564231219,0.0832434790975915,0.372867717647191,0.386935468452563,0.135474291137119,0.0194420920208023,3.62889192839973,10.8866757851992,261.9458899497986,262.01989100000003,261.781986951828,261.853674
30,,"[1.90310187491416e-9, 0.000162254881394499, 0.0426786379439991, 0.412399114980083, 0.445342317341506, 0.0941943715808428, 0.00522330136907195]",75.0,1.90310187491416e-9,0.000162254881394499,0.0426786379439991,0.412399114980083,0.445342317341506,0.0941943715808428,0.00522330136907195,3.60639781119431,10.8191934335829,261.9458899497986,262.01989100000003,261.781986951828,261.853674
31,,"[3.28061776493113e-12, 1.20845352806501e-5, 0.0205854956603914, 0.430707128475328, 0.485232578401684, 0.0621288640235757, 0.00133384890045967]",100.0,3.28061776493113e-12,1.20845352806501e-5,0.0205854956603914,0.430707128475328,0.485232578401684,0.0621288640235757,0.00133384890045967,3.59288218840942,10.7786465652283,261.9458899497986,262.01989100000003,261.781986951828,261.853674
32,,"[8.83505066439439e-18, 6.20071986671790e-8, 0.00444890221309058, 0.436302161429705, 0.534150964461080, 0.0250175395608867, 8.03703280387971e-5]",150.0,8.83505066439439e-18,6.20071986671790e-8,0.00444890221309058,0.436302161429705,0.534150964461080,0.0250175395608867,8.03703280387971e-5,3.57997812833948,10.7399343850184,261.9458899497986,262.01989100000003,261.781986951828,261.853674
