,,Outputs,λ,q0,q1,q2,q3,q4,q5,q6,3PRes,3PResT,Wall time,Process time,Wall time sim,Process time sim
0,,"[0.142857142857143, 0.142857142857143, 0.142857142857143, 0.142857142857143, 0.142857142857143, 0.142857142857143, 0.142857142857143]",0.0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,3.00000000000000,9.00000000000000,261.9458899497986,262.01989100000003,261.781986951828,261.853674
1,,"[0.138418810236888, 0.142419101144793, 0.143696730160321, 0.144159389368626, 0.144160363281204, 0.143848715483348, 0.143296890324821]",0.1,0.138418810236888,0.142419101144793,0.143696730160321,0.144159389368626,0.144160363281204,0.143848715483348,0.143296890324821,3.01795710206179,9.05387130618537,261.9458899497986,262.01989100000003,261.781986951828,261.853674
2,,"[0.134183543015179, 0.141938405973665, 0.144496782732288, 0.145432052211576, 0.145436850022493, 0.144810415608617, 0.143701950436182]",0.2,0.134183543015179,0.141938405973665,0.144496782732288,0.145432052211576,0.145436850022493,0.144810415608617,0.143701950436182,3.03523930882312,9.10571792646935,261.9458899497986,262.01989100000003,261.781986951828,261.853674
3,,"[0.130137506708890, 0.141419638941761, 0.145259972512246, 0.146676970966409, 0.146688126528562, 0.145743735948161, 0.144074048393970]",0.3,0.130137506708890,0.141419638941761,0.145259972512246,0.146676970966409,0.146688126528562,0.145743735948161,0.144074048393970,3.05188597308436,9.15565791925307,261.9458899497986,262.01989100000003,261.781986951828,261.853674
4,,"[0.126268136160695, 0.140866899727629, 0.145988730513556, 0.147895824069662, 0.147915585094226, 0.146650046198674, 0.144414778235558]",0.4,0.126268136160695,0.140866899727629,0.145988730513556,0.147895824069662,0.147915585094226,0.146650046198674,0.144414778235558,3.06793307374735,9.20379922124204,261.9458899497986,262.01989100000003,261.781986951828,261.853674
5,,"[0.122563990715258, 0.140283862015798, 0.146685273460439, 0.149090146984316, 0.149120501959183, 0.147530607258262, 0.144725617606743]",0.5,0.122563990715258,0.140283862015798,0.146685273460439,0.149090146984316,0.149120501959183,0.147530607258262,0.144725617606743,3.08341359965812,9.25024079897437,261.9458899497986,262.01989100000003,261.781986951828,261.853674
6,,"[0.119014629023200, 0.139673822180294, 0.147351626910371, 0.150261347864465, 0.150304050255587, 0.148386583382891, 0.145007940383192]",0.6,0.119014629023200,0.139673822180294,0.147351626910371,0.150261347864465,0.150304050255587,0.148386583382891,0.145007940383192,3.09835787983039,9.29507363949116,261.9458899497986,262.01989100000003,261.781986951828,261.853674
7,,"[0.115610500410098, 0.139039741768151, 0.147989645400289, 0.151410721118239, 0.151467311163515, 0.149219052630016, 0.145263027509693]",0.7,0.115610500410098,0.139039741768151,0.147989645400289,0.151410721118239,0.151467311163515,0.149219052630016,0.145263027509693,3.11279386878574,9.33838160635722,261.9458899497986,262.01989100000003,261.781986951828,261.853674
8,,"[0.112342850284979, 0.138384284659972, 0.148601030061576, 0.152539459199379, 0.152611283565219, 0.150029015873107, 0.145492076355768]",0.8,0.112342850284979,0.138384284659972,0.148601030061576,0.152539459199379,0.152611283565219,0.150029015873107,0.145492076355768,3.12674739414228,9.38024218242684,261.9458899497986,262.01989100000003,261.781986951828,261.853674
9,,"[0.109203637496087, 0.137709849648047, 0.149187344073473, 0.153648662899024, 0.153736892435751, 0.150817404617804, 0.145696208829814]",0.9,0.109203637496087,0.137709849648047,0.149187344073473,0.153648662899024,0.153736892435751,0.150817404617804,0.145696208829814,3.14024237230298,9.42072711690893,261.9458899497986,262.01989100000003,261.781986951828,261.853674
10,,"[0.106185461892891, 0.137018599059106, 0.149750026263374, 0.154739350362098, 0.154844996164991, 0.151585087808362, 0.145876478449178]",1.0,0.106185461892891,0.137018599059106,0.149750026263374,0.154739350362098,0.154844996164991,0.151585087808362,0.145876478449178,3.15330099706899,9.45990299120697,261.9458899497986,262.01989100000003,261.781986951828,261.853674
11,,"[0.0991260559091839, 0.135229247956694, 0.151061799573215, 0.157391086585783, 0.157543775847602, 0.153418914621306, 0.146229119506217]",1.25,0.0991260559091839,0.135229247956694,0.151061799573215,0.157391086585783,0.157543775847602,0.153418914621306,0.146229119506217,3.18417050039471,9.55251150118413,261.9458899497986,262.01989100000003,261.781986951828,261.853674
12,,"[0.0926885788580764, 0.133372180553452, 0.152252017622438, 0.159945818833749, 0.160149067380655, 0.155139646741439, 0.146452690010191]",1.5,0.0926885788580764,0.133372180553452,0.152252017622438,0.159945818833749,0.160149067380655,0.155139646741439,0.146452690010191,3.21272431559053,9.63817294677160,261.9458899497986,262.01989100000003,261.781986951828,261.853674
13,,"[0.0867957625976550, 0.131467411448837, 0.153335656558201, 0.162414448376223, 0.162670249453934, 0.156757052465627, 0.146559419099523]",1.75,0.0867957625976550,0.131467411448837,0.153335656558201,0.162414448376223,0.162670249453934,0.156757052465627,0.146559419099523,3.23920484443492,9.71761453330475,261.9458899497986,262.01989100000003,261.781986951828,261.853674
14,,"[0.0813830428707723, 0.129530588116980, 0.154325183959174, 0.164806188070171, 0.165115336901057, 0.158279600736432, 0.146560059345414]",2.0,0.0813830428707723,0.129530588116980,0.154325183959174,0.164806188070171,0.165115336901057,0.158279600736432,0.146560059345414,3.26381922760471,9.79145768281414,261.9458899497986,262.01989100000003,261.781986951828,261.853674
15,,"[0.0717884687596611, 0.125607238056693, 0.156062083516798, 0.169389262226622, 0.169803942702467, 0.161068864669660, 0.146280140068099]",2.5,0.0717884687596611,0.125607238056693,0.156062083516798,0.169389262226622,0.169803942702467,0.161068864669660,0.146280140068099,3.30814012633692,9.92442037901075,261.9458899497986,262.01989100000003,261.781986951828,261.853674
16,,"[0.0635592790037450, 0.121672082238926, 0.157528480638812, 0.173745511556903, 0.174260095988076, 0.163556929367106, 0.145677621206432]",3.0,0.0635592790037450,0.121672082238926,0.157528480638812,0.173745511556903,0.174260095988076,0.163556929367106,0.145677621206432,3.34685633621369,10.0405690086411,261.9458899497986,262.01989100000003,261.781986951828,261.853674
17,,"[0.0564398668346908, 0.117768422893323, 0.158772196188648, 0.177912847430466, 0.178518660365550, 0.165783103335717, 0.144804902951604]",3.5,0.0564398668346908,0.117768422893323,0.158772196188648,0.177912847430466,0.178518660365550,0.165783103335717,0.144804902951604,3.38087093341243,10.1426128002373,261.9458899497986,262.01989100000003,261.781986951828,261.853674
18,,"[0.0502366263157010, 0.113922929976669, 0.159828704045755, 0.181920307122621, 0.182607078571341, 0.167779243903105, 0.143705110064808]",4.0,0.0502366263157010,0.113922929976669,0.159828704045755,0.181920307122621,0.182607078571341,0.167779243903105,0.143705110064808,3.41089645362578,10.2326893608773,261.9458899497986,262.01989100000003,261.781986951828,261.853674
19,,"[0.0400116704814194, 0.106464373854458, 0.161481016244101, 0.189541269605705, 0.190357250063157, 0.171182089225429, 0.140962330525730]",5.0,0.0400116704814194,0.106464373854458,0.161481016244101,0.189541269605705,0.190357250063157,0.171182089225429,0.140962330525730,3.46116364469393,10.3834909340818,261.9458899497986,262.01989100000003,261.781986951828,261.853674
20,,"[0.0320214785191204, 0.0993589383275238, 0.162634646423807, 0.196738895769303, 0.197642420690330, 0.173928880868232, 0.137674739401684]",6.0,0.0320214785191204,0.0993589383275238,0.162634646423807,0.196738895769303,0.197642420690330,0.173928880868232,0.137674739401684,3.50110744199563,10.5033223259869,261.9458899497986,262.01989100000003,261.781986951828,261.853674
21,,"[0.0257004990088182, 0.0926209899511911, 0.163382539417379, 0.203598049681109, 0.204553420617305, 0.176138272860316, 0.134006228463882]",7.0,0.0257004990088182,0.0926209899511911,0.163382539417379,0.203598049681109,0.204553420617305,0.176138272860316,0.134006228463882,3.53312263538337,10.5993679061501,261.9458899497986,262.01989100000003,261.781986951828,261.853674
