,Outputs,λ,q0,q1,q2,q3,q4,q5,q6,4PRes,4PResT,Wall time,Process time,Wall time sim,Process time sim
,"[0.142857142857143, 0.142857142857143, 0.142857142857143, 0.142857142857143, 0.142857142857143, 0.142857142857143, 0.142857142857143]",0.0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,3.00000000000000,12.0000000000000,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.140722612192027, 0.142731946621264, 0.143537936678497, 0.143764664082512, 0.143608545620408, 0.143162373026088, 0.142471921779204]",0.1,0.140722612192027,0.142731946621264,0.143537936678497,0.143764664082512,0.143608545620408,0.143162373026088,0.142471921779204,3.00617939051309,12.0247175620524,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.138647983915694, 0.142604451653573, 0.144212463648608, 0.144665120136912, 0.144349006330398, 0.143451642659262, 0.142069331655553]",0.2,0.138647983915694,0.142604451653573,0.144212463648608,0.144665120136912,0.144349006330398,0.143451642659262,0.142069331655553,3.01209496791274,12.0483798716510,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.136629908248152, 0.142474811954419, 0.144881091188807, 0.145558954648818, 0.145079069115370, 0.143725697555139, 0.141650467289294]",0.3,0.136629908248152,0.142474811954419,0.144881091188807,0.145558954648818,0.145079069115370,0.143725697555139,0.141650467289294,3.01776142625143,12.0710457050057,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.134665307419053, 0.142343156286847, 0.145544150569034, 0.146446572885628, 0.145799235104965, 0.143985229890252, 0.141216347844221]",0.4,0.134665307419053,0.142343156286847,0.145544150569034,0.146446572885628,0.145799235104965,0.143985229890252,0.141216347844221,3.02319235301824,12.0927694120730,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.132751347880557, 0.142209591943033, 0.146201940983015, 0.147328345732385, 0.146509966665650, 0.144230883244849, 0.140767923550512]",0.5,0.132751347880557,0.142209591943033,0.146201940983015,0.147328345732385,0.146509966665650,0.144230883244849,0.140767923550512,3.02840033529613,12.1136013411845,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.130885415919062, 0.142074207934832, 0.146854733094141, 0.148204613182723, 0.147211691136341, 0.144463257055977, 0.140306081676924]",0.6,0.130885415919062,0.142074207934832,0.146854733094141,0.148204613182723,0.147211691136341,0.144463257055977,0.140306081676924,3.03339705355808,12.1335882142323,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.129065096183305, 0.141937077703063, 0.147502772130155, 0.149075687411094, 0.147904804132953, 0.144682910574654, 0.139831651864775]",0.7,0.129065096183305,0.141937077703063,0.147502772130155,0.149075687411094,0.147904804132953,0.144682910574654,0.139831651864775,3.03819336479039,12.1527734591616,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.127288152723999, 0.141798261423269, 0.148146280591887, 0.149941855484235, 0.148589672479853, 0.144890366392057, 0.139345410904700]",0.8,0.127288152723999,0.141798261423269,0.148146280591887,0.149941855484235,0.148589672479853,0.144890366392057,0.139345410904700,3.04279937636764,12.1711975054706,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.125552512203906, 0.141657807972127, 0.148785460630688, 0.150803381760798, 0.149266636817301, 0.145086113589870, 0.138848087025311]",0.9,0.125552512203906,0.141657807972127,0.148785460630688,0.150803381760798,0.149266636817301,0.145086113589870,0.138848087025311,3.04722451188632,12.1888980475453,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.123856248989816, 0.141515756607609, 0.149420496140591, 0.151660510020528, 0.149936013926626, 0.145270610561876, 0.138340363752954]",1.0,0.123856248989816,0.141515756607609,0.149420496140591,0.151660510020528,0.149936013926626,0.145270610561876,0.138340363752954,3.05147756998398,12.2059102799359,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.119776410972216, 0.141153824435854, 0.150991015693581, 0.153785525078353, 0.151578149918028, 0.145685393529423, 0.137029680372546]",1.25,0.119776410972216,0.141153824435854,0.150991015693581,0.153785525078353,0.151578149918028,0.145685393529423,0.137029680372546,3.06141008061257,12.2456403224503,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.115906976222406, 0.140782396823415, 0.152538879639362, 0.155887495118514, 0.153178752914262, 0.146038536555224, 0.135666962726818]",1.5,0.115906976222406,0.140782396823415,0.152538879639362,0.155887495118514,0.153178752914262,0.146038536555224,0.135666962726818,3.07043211225175,12.2817284490070,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.112226963303053, 0.140401607378174, 0.154065877216851, 0.157968970076295, 0.154741289303743, 0.146335265448296, 0.134260027273588]",1.75,0.112226963303053,0.140401607378174,0.154065877216851,0.157968970076295,0.154741289303743,0.146335265448296,0.134260027273588,3.07864192013874,12.3145676805550,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.108718513440299, 0.140011472031158, 0.155573443983528, 0.160032072807736, 0.156268712230761, 0.146580123233735, 0.132815662272783]",2.0,0.108718513440299,0.140011472031158,0.155573443983528,0.160032072807736,0.156268712230761,0.146580123233735,0.132815662272783,3.08612401714984,12.3444960685993,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.102157155287832, 0.139202894343762, 0.158534689112086, 0.164109988102050, 0.159227999785638, 0.146929657651860, 0.129837615716772]",2.5,0.102157155287832,0.139202894343762,0.158534689112086,0.164109988102050,0.159227999785638,0.146929657651860,0.129837615716772,3.09918821857657,12.3967528743063,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.0961234993311860, 0.138355829070097, 0.161429459829732, 0.168132364305451, 0.162073042726553, 0.147113700684504, 0.126772104052478]",3.0,0.0961234993311860,0.138355829070097,0.161429459829732,0.168132364305451,0.162073042726553,0.147113700684504,0.126772104052478,3.11010514028951,12.4404205611580,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.0905418368161381, 0.137469312401438, 0.164262252323957, 0.172107192007362, 0.164816321408935, 0.147153310769306, 0.123649774272863]",3.5,0.0905418368161381,0.137469312401438,0.164262252323957,0.172107192007362,0.164816321408935,0.147153310769306,0.123649774272863,3.11924587819089,12.4769835127636,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.0853532788386326, 0.136542536893968, 0.167036020568773, 0.176040285478860, 0.167467506219887, 0.147065527535962, 0.120494844463917]",4.0,0.0853532788386326,0.136542536893968,0.167036020568773,0.176040285478860,0.167467506219887,0.147065527535962,0.120494844463917,3.12690216381096,12.5076086552438,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.0759778668146104, 0.134566402391093, 0.172413493371811, 0.183797244552312, 0.172522596397930, 0.146561655393893, 0.114160741078351]",5.0,0.0759778668146104,0.134566402391093,0.172413493371811,0.183797244552312,0.172522596397930,0.146561655393893,0.114160741078351,3.13864823182294,12.5545929272918,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.0677199182026271, 0.132426931170317, 0.177570249093565, 0.191425788192391, 0.177283365235465, 0.145689949740665, 0.107883798364970]",6.0,0.0677199182026271,0.132426931170317,0.177570249093565,0.191425788192391,0.177283365235465,0.145689949740665,0.107883798364970,3.14673079376963,12.5869231750785,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.0603893573176674, 0.130128230915367, 0.182509247977049, 0.198938401214935, 0.181780466417617, 0.144515226247883, 0.101739069909481]",7.0,0.0603893573176674,0.130128230915367,0.182509247977049,0.198938401214935,0.181780466417617,0.144515226247883,0.101739069909481,3.15209434688104,12.6083773875242,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.0538489792600833, 0.127678124200527, 0.187231151220168, 0.206342015360638, 0.186035992382432, 0.143087509731209, 0.0957762278449438]",8.0,0.0538489792600833,0.127678124200527,0.187231151220168,0.206342015360638,0.186035992382432,0.143087509731209,0.0957762278449438,3.15540535797821,12.6216214319128,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.0479951326082432, 0.125087223619579, 0.191735874163438, 0.213640461832222, 0.190066740751372, 0.141446818531427, 0.0900277484937188]",9.0,0.0479951326082432,0.125087223619579,0.191735874163438,0.213640461832222,0.190066740751372,0.141446818531427,0.0900277484937188,3.15714790406806,12.6285916162722,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.0427463087480542, 0.122368141056464, 0.196023384877203, 0.220835863782907, 0.193886122089448, 0.139626075892468, 0.0845141035534550]",10.0,0.0427463087480542,0.122368141056464,0.196023384877203,0.220835863782907,0.193886122089448,0.139626075892468,0.0845141035534550,3.15768199130046,12.6307279652018,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.0235740133707604, 0.107359994093542, 0.214242091965592, 0.255300908932862, 0.210158513502965, 0.128665267159352, 0.0606992109749261]",15.0,0.0235740133707604,0.107359994093542,0.214242091965592,0.255300908932862,0.210158513502965,0.128665267159352,0.0606992109749261,3.14990256048149,12.5996102419260,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.0126109078610203, 0.0913457874195952, 0.227387719421155, 0.287331000289192, 0.222400454068993, 0.116102408408267, 0.0428217225317771]",20.0,0.0126109078610203,0.0913457874195952,0.227387719421155,0.287331000289192,0.222400454068993,0.116102408408267,0.0428217225317771,3.13515842063745,12.5406336825498,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.00656223053654586, 0.0758539342736524, 0.236108318796134, 0.317111281766742, 0.231324862744042, 0.103208507184360, 0.0298308646985242]",25.0,0.00656223053654586,0.0758539342736524,0.236108318796134,0.317111281766742,0.231324862744042,0.103208507184360,0.0298308646985242,3.11973159225526,12.4789263690210,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.00167400856575274, 0.0497209731654575, 0.243323038246921, 0.370898954434330, 0.241333715637254, 0.0789722000272655, 0.0140771099230197]",35.0,0.00167400856575274,0.0497209731654575,0.243323038246921,0.370898954434330,0.241333715637254,0.0789722000272655,0.0140771099230197,3.09372243518575,12.3748897407430,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[0.000198272471540301, 0.0245067469514828, 0.237868488802854, 0.440516758778668, 0.242513244210955, 0.0500563479256954, 0.00434014085880471]",50.0,0.000198272471540301,0.0245067469514828,0.237868488802854,0.440516758778668,0.242513244210955,0.0500563479256954,0.00434014085880471,3.06816956251832,12.2726782500733,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[5.13131382661865e-6, 0.00686679267736524, 0.209288899440648, 0.537371087726871, 0.224374744707526, 0.0215304865288963, 0.000562857604866918]",75.0,5.13131382661865e-6,0.00686679267736524,0.209288899440648,0.537371087726871,0.224374744707526,0.0215304865288963,0.000562857604866918,3.04608641184306,12.1843456473722,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[1.27026303655806e-7, 0.00182853948799726, 0.174346048981845, 0.619230491946092, 0.195801486063868, 0.00872460940418246, 6.86970897111997e-5]",100.0,1.27026303655806e-7,0.00182853948799726,0.174346048981845,0.619230491946092,0.195801486063868,0.00872460940418246,6.86970897111997e-5,3.03545328710462,12.1418131484185,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
,"[7.59509425897584e-11, 0.000121908994612627, 0.111696262560056, 0.751477731691866, 0.135408339062113, 0.00129483666116229, 9.20954238997726e-7]",150.0,7.59509425897584e-11,0.000121908994612627,0.111696262560056,0.751477731691866,0.135408339062113,0.00129483666116229,9.20954238997726e-7,3.02606069447002,12.1042427778801,992.6100771427155,984.4989569999962,991.2330021858215,983.1367219999956
